ID	Word	Lemma	POS	Features	(EverythingElse)
752	женщину	женщина	NOUN	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#119.792#120.059
753	скорее	скорее	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#120.059#120.326
754	всего	все	PRON	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#120.326#120.593
755	изнасилуют	изнасиловать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#120.593#120.86
756	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#120.86#121.127
757	и	и	CCONJ	_	@anf1979f-words#@anf1979f-words#121.127#121.394
758	более	более	ADV	Degree=Cmp	@anf1979f-words#@anf1979f-words#121.394#121.661
759	того	то	PRON	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#121.661#121.928
760	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#121.928#122.195
761	когда	когда	SCONJ	_	@anf1979f-words#@anf1979f-words#122.195#122.462
762	она	она	PRON	Case=Nom|Gender=Fem|Number=Sing|Person=3	@anf1979f-words#@anf1979f-words#122.462#122.729
763	придёт	прийти	VERB	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#122.729#122.996
764	в	в	ADP	_	@anf1979f-words#@anf1979f-words#122.996#123.263
765	полицию	полиция	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#123.263#123.53
766	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#123.53#123.797
767	и	и	CCONJ	_	@anf1979f-words#@anf1979f-words#123.797#124.064
768	скажет	сказать	VERB	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#124.064#124.331
769	об	о	ADP	_	@anf1979f-words#@anf1979f-words#124.331#124.598
770	этом	это	PRON	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#124.598#124.881
771	ей	она	PRON	Case=Dat|Gender=Fem|Number=Sing|Person=3	@anf1979f-words#@anf1979f-words#125.482#125.843
772	скажут	сказать	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#125.843#126.204
773	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#126.204#126.565
774	а	а	CCONJ	_	@anf1979f-words#@anf1979f-words#126.565#126.926
775	нехер	нехер	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#126.926#127.287
776	было	быть	AUX	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#127.287#127.648
777	шляться	шляться	VERB	Aspect=Imp|VerbForm=Inf|Voice=Mid	@anf1979f-words#@anf1979f-words#127.648#128.009
778	поздно	поздно	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#128.009#128.37
779	ночью	ночь	NOUN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#128.37#128.731
780	одной	один	NUM	Case=Gen|Gender=Fem	@anf1979f-words#@anf1979f-words#128.731#129.092
781	скажут	сказать	VERB	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#130.832#130.989
782	!	!	PUNCT	_	@anf1979f-words#@anf1979f-words#130.989#131.146
783	слушайте	слушать	VERB	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#132.726#133.112
784	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#133.112#133.498
785	я	я	PRON	Case=Nom|Number=Sing|Person=1	@anf1979f-words#@anf1979f-words#133.498#133.884
786	вас	вы	PRON	Case=Acc|Number=Plur|Person=2	@anf1979f-words#@anf1979f-words#133.884#134.27
787	уверяю	уверять	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#134.27#134.656
788	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#134.656#135.042
789	недавно	недавно	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#135.042#135.428
790	публиковали	публиковать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#135.428#135.814
791	расследование	расследование	NOUN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#135.814#136.2
792	про	про	ADP	_	@anf1979f-words#@anf1979f-words#136.2#136.586
793	педофила	педофил	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#136.586#136.972
794	иии	и	CCONJ	_	@anf1979f-words#@anf1979f-words#136.972#137.358
795	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#137.358#137.744
796	насколько	насколько	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#137.744#138.13
797	мне	я	PRON	Case=Dat|Number=Sing|Person=1	@anf1979f-words#@anf1979f-words#138.13#138.516
798	известно	известный	ADJ	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	@anf1979f-words#@anf1979f-words#138.516#138.902
799	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#138.902#139.288
800	следователь	следователь	NOUN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#139.288#139.674
801	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#139.674#140.06
802	разговаривая	разговаривать	VERB	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	@anf1979f-words#@anf1979f-words#140.06#140.446
803	с	с	ADP	_	@anf1979f-words#@anf1979f-words#140.446#140.832
804	жертвой	жертва	NOUN	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#140.832#141.228
805	сказал	сказать	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#141.939#142.269
806	ей	она	PRON	Case=Dat|Gender=Fem|Number=Sing|Person=3	@anf1979f-words#@anf1979f-words#142.269#142.599
807	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#142.599#142.929
808	сказал	сказать	VERB	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#142.929#143.259
809	ей	она	PRON	Case=Dat|Gender=Fem|Number=Sing|Person=3	@anf1979f-words#@anf1979f-words#143.259#143.589
810	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#143.589#143.919
811	что	что	SCONJ	_	@anf1979f-words#@anf1979f-words#143.919#144.249
812	для	для	ADP	_	@anf1979f-words#@anf1979f-words#144.249#144.579
813	мужчины	мужчина	NOUN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#144.579#144.909
814	дрочить	дрочить	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act	@anf1979f-words#@anf1979f-words#144.909#145.239
815	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#145.239#145.569
816	это	это	PRON	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#145.569#145.899
817	нормально	нормально	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#145.899#146.229
818	при	при	ADP	_	@anf1979f-words#@anf1979f-words#146.229#146.559
819	девочке	девочка	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#146.559#146.889
820	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#146.889#147.219
821	это	это	PRON	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#147.219#147.549
822	нормально	нормально	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#147.549#147.879
823	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#147.879#148.209
824	что	что	SCONJ	_	@anf1979f-words#@anf1979f-words#148.209#148.539
825	ты	ты	PRON	Case=Nom|Number=Sing|Person=2	@anf1979f-words#@anf1979f-words#148.539#148.869
826	хотела	хотеть	VERB	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#148.869#149.22
827	они	они	PRON	Case=Nom|Number=Plur|Person=3	@anf1979f-words#@anf1979f-words#169.839#170.107
828	рисуют	рисовать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#170.107#170.375
829	общую	общий	ADJ	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#170.375#170.643
830	картину	картина	NOUN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#170.643#170.911
831	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#170.911#171.179
832	потому	потому	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#171.179#171.447
833	что	что	SCONJ	_	@anf1979f-words#@anf1979f-words#171.447#171.715
834	я	я	PRON	Case=Nom|Number=Sing|Person=1	@anf1979f-words#@anf1979f-words#171.715#171.983
835	привела	привести	VERB	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#171.983#172.251
836	вам	вы	PRON	Case=Dat|Number=Plur|Person=2	@anf1979f-words#@anf1979f-words#172.251#172.519
837	один	один	NUM	Animacy=Inan|Case=Acc|Gender=Masc	@anf1979f-words#@anf1979f-words#172.519#172.787
838	пример	пример	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#172.787#173.055
839	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#173.055#173.323
840	просто	просто	ADV	 Degree=Pos	@anf1979f-words#@anf1979f-words#173.323#173.591
841	один	один	NUM	Animacy=Inan|Case=Acc|Gender=Masc	@anf1979f-words#@anf1979f-words#173.591#173.859
842	пример	пример	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#173.859#174.127
843	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#174.127#174.395
844	и	и	CCONJ	_	@anf1979f-words#@anf1979f-words#174.395#174.663
845	я	я	PRON	Case=Nom|Number=Sing|Person=1	@anf1979f-words#@anf1979f-words#174.663#174.931
846	вас	вы	PRON	Case=Acc|Number=Plur|Person=2	@anf1979f-words#@anf1979f-words#174.931#175.199
847	уверяю	уверять	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#175.199#175.467
848	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#175.467#175.735
849	недавно	недавно	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#175.735#176.003
850	был	быть	AUX	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#176.003#176.271
851	ээ	ээ	INTJ	_	@anf1979f-words#@anf1979f-words#176.271#176.539
852	флэш-моб	флэш-моб	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#176.539#176.807
853	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#176.807#177.075
854	я	я	PRON	Case=Nom|Number=Sing|Person=1	@anf1979f-words#@anf1979f-words#177.075#177.343
855	не	не	PART	_	@anf1979f-words#@anf1979f-words#177.343#177.611
856	боюсь	бояться	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	@anf1979f-words#@anf1979f-words#177.611#177.879
857	сказать	сказать	VERB	Aspect=Perf|VerbForm=Inf|Voice=Act	@anf1979f-words#@anf1979f-words#177.879#178.147
858	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#178.147#178.415
859	вы	вы	PRON	Case=Nom|Number=Plur|Person=2	@anf1979f-words#@anf1979f-words#178.415#178.683
860	читали	читать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#178.683#178.951
861	?	?	PUNCT	_	@anf1979f-words#@anf1979f-words#178.951#179.219
862	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#179.219#179.487
863	нууу	ну	INTJ	_	@anf1979f-words#@anf1979f-words#179.487#179.755
864	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#179.755#180.023
865	несколько	несколько	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#180.023#180.291
866	лет	год	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	@anf1979f-words#@anf1979f-words#180.291#180.559
867	назад	назад	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#180.559#180.827
868	уже	уже	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#180.827#181.101
869	вот	вот	PART	_	@anf1979f-words#@anf1979f-words#182.923#183.208
870	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#183.208#183.493
871	там	там	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#183.493#183.778
872	женщины	женщина	NOUN	Animacy=Anim|Case=Nom|Gender=Fem|Number=Plur	@anf1979f-words#@anf1979f-words#183.778#184.063
873	рассказывали	рассказывать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#184.063#184.348
874	о	о	ADP	_	@anf1979f-words#@anf1979f-words#184.348#184.633
875	том	то	PRON	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#184.633#184.918
876	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#184.918#185.203
877	как	как	SCONJ	_	@anf1979f-words#@anf1979f-words#185.203#185.488
878	их	они	PRON	Case=Acc|Number=Plur|Person=3	@anf1979f-words#@anf1979f-words#185.488#185.773
879	насиловали	насиловать	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#185.773#186.058
880	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#186.058#186.343
881	или	или	CCONJ	_	@anf1979f-words#@anf1979f-words#186.343#186.628
882	о	о	ADP	_	@anf1979f-words#@anf1979f-words#186.628#186.913
883	попытках	попытка	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur	@anf1979f-words#@anf1979f-words#186.913#187.198
884	об	о	ADP	_	@anf1979f-words#@anf1979f-words#187.198#187.483
885	изнасиловать	изнасиловать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act	@anf1979f-words#@anf1979f-words#187.483#187.782
886	и	и	CCONJ	_	@anf1979f-words#@anf1979f-words#188.549#188.803
887	каждый	каждый	DET	Case=Acc|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#188.803#189.057
888	раз	раз	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#189.057#189.311
889	они	они	PRON	Case=Nom|Number=Plur|Person=3	@anf1979f-words#@anf1979f-words#189.311#189.565
890	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#189.565#189.819
891	нуу	ну	INTJ	_	@anf1979f-words#@anf1979f-words#189.819#190.073
892	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#190.073#190.327
893	даже	даже	PART	_	@anf1979f-words#@anf1979f-words#190.327#190.581
894	если	если	SCONJ	_	@anf1979f-words#@anf1979f-words#190.581#190.835
895	это	это	PRON	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#190.835#191.089
896	было	быть	AUX	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#191.089#191.343
897	реальное	реальный	ADJ	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#191.343#191.597
898	насилие	насилие	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#191.597#191.851
899	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#191.851#192.105
900	каждый	каждый	DET	Case=Acc|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#192.105#192.359
901	раз	раз	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#192.359#192.613
902	им	они	PRON	Case=Dat|Number=Plur|Person=3	@anf1979f-words#@anf1979f-words#192.613#192.867
903	говорили	говорить	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#192.867#193.121
904	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#193.121#193.375
905	сама	сам	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#193.375#193.629
906	виновата	виноватый	ADJ	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	@anf1979f-words#@anf1979f-words#193.629#193.898
907	ты	ты	PRON	Case=Nom|Number=Sing|Person=2	@anf1979f-words#@anf1979f-words#194.753#195.008
908	сама	сам	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#195.008#195.263
909	виновата	виноватый	ADJ	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	@anf1979f-words#@anf1979f-words#195.263#195.518
910	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#195.518#195.773
911	зачем	зачем	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#195.773#196.028
912	?	?	PUNCT	_	@anf1979f-words#@anf1979f-words#196.028#196.287
913	зачем	зачем	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#196.642#196.875
914	ты	ты	PRON	Case=Nom|Number=Sing|Person=2	@anf1979f-words#@anf1979f-words#196.875#197.108
915	это	это	PRON	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#197.108#197.341
916	сделала	делать	VERB	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#197.341#197.574
917	?	?	PUNCT	_	@anf1979f-words#@anf1979f-words#197.574#197.807
918	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#197.807#198.04
919	меня	я	PRON	Case=Acc|Number=Sing|Person=1	@anf1979f-words#@anf1979f-words#198.04#198.273
920	в	в	ADP	_	@anf1979f-words#@anf1979f-words#198.273#198.506
921	моем	мой	DET	Case=Loc|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#198.506#198.739
922	отрочестве	отрочество	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#198.739#198.972
923	или	или	CCONJ	_	@anf1979f-words#@anf1979f-words#198.972#199.205
924	отрочестве	отрочество	NOUN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#199.205#199.438
925	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#199.438#199.671
926	не	не	PART	_	@anf1979f-words#@anf1979f-words#199.671#199.904
927	знаю	знать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#199.904#200.137
928	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#200.137#200.37
929	как	как	SCONJ	_	@anf1979f-words#@anf1979f-words#200.37#200.603
930	правильно	правильно	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#200.603#200.846
931	пытались	пытаться	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	@anf1979f-words#@anf1979f-words#201.762#202.231
932	изнасиловать	изнасиловать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act	@anf1979f-words#@anf1979f-words#202.231#202.7
933	дважды	дважды	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#202.7#203.169
934	при	при	ADP	_	@anf1979f-words#@anf1979f-words#204.668#204.944
935	том	то	PRON	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#204.944#205.22
936	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#205.22#205.496
937	что	что	SCONJ	_	@anf1979f-words#@anf1979f-words#205.496#205.772
938	как	как	SCONJ	_	@anf1979f-words#@anf1979f-words#205.772#206.048
939	бы	бы	PART	_	@anf1979f-words#@anf1979f-words#206.048#206.324
940	я	я	PRON	Case=Nom|Number=Sing|Person=1	@anf1979f-words#@anf1979f-words#206.324#206.6
941	далека	далекий	ADJ	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	@anf1979f-words#@anf1979f-words#206.6#206.876
942	от	от	ADP	_	@anf1979f-words#@anf1979f-words#206.876#207.152
943	конвенциональных	конвенциональный	ADJ	Case=Gen|Degree=Pos|Number=Plur	@anf1979f-words#@anf1979f-words#207.152#207.428
944	стандартов	стандарт	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	@anf1979f-words#@anf1979f-words#207.428#207.704
945	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#207.704#207.98
946	стандартов	стандарт	NOUN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	@anf1979f-words#@anf1979f-words#207.98#208.256
947	красоты	красота	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#208.256#208.532
948	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#208.532#208.808
949	но	но	CCONJ	_	@anf1979f-words#@anf1979f-words#208.808#209.084
950	меня	я	PRON	Case=Acc|Number=Sing|Person=1	@anf1979f-words#@anf1979f-words#209.084#209.36
951	пытались	пытаться	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	@anf1979f-words#@anf1979f-words#209.36#209.636
952	изнасиловать	изнасиловать	VERB	Aspect=Imp|VerbForm=Inf|Voice=Act	@anf1979f-words#@anf1979f-words#209.636#209.912
953	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#209.912#210.188
954	я	я	PRON	Case=Nom|Number=Sing|Person=1	@anf1979f-words#@anf1979f-words#210.188#210.464
955	до	до	ADP	_	@anf1979f-words#@anf1979f-words#210.464#210.74
956	сих	сей	DET	Case=Gen|Number=Plur	@anf1979f-words#@anf1979f-words#210.74#211.016
957	пор	пора	NOUN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	@anf1979f-words#@anf1979f-words#211.016#211.292
958	думаю	думать	VERB	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#211.292#211.568
959	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#211.568#211.844
960	что	что	SCONJ	_	@anf1979f-words#@anf1979f-words#211.844#212.12
961	я	я	PRON	Case=Nom|Number=Sing|Person=1	@anf1979f-words#@anf1979f-words#212.12#212.396
962	сама	сам	ADJ	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#212.396#212.672
963	виновата	виноватый	ADJ	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	@anf1979f-words#@anf1979f-words#212.672#212.948
964	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#212.948#213.224
965	вы	вы	PRON	Case=Nom|Number=Plur|Person=2	@anf1979f-words#@anf1979f-words#213.224#213.5
966	представляете	представлять	VERB	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#213.5#213.776
967	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#213.776#214.052
968	что	что	SCONJ	_	@anf1979f-words#@anf1979f-words#214.052#214.328
969	общество	общество	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#214.328#214.604
970	сделало	делать	VERB	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#214.604#214.881
971	как	как	SCONJ	_	@anf1979f-words#@anf1979f-words#226.383#226.66
972	это	это	PRON	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#226.66#226.937
973	при	при	ADP	_	@anf1979f-words#@anf1979f-words#226.937#227.214
974	чем	что	PRON	Case=Loc	@anf1979f-words#@anf1979f-words#227.214#227.491
975	?	?	PUNCT	_	@anf1979f-words#@anf1979f-words#227.491#227.768
976	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#227.768#228.045
977	у	у	ADP	_	@anf1979f-words#@anf1979f-words#228.045#228.322
978	нас	мы	PRON	Case=Gen|Number=Plur|Person=1	@anf1979f-words#@anf1979f-words#228.322#228.599
979	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#228.599#228.876
980	например	например	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#228.876#229.153
981	/	/	PUNCT	_	@anf1979f-words#@anf1979f-words#229.153#229.43
982	недавно	недавно	ADV	Degree=Pos	@anf1979f-words#@anf1979f-words#229.43#229.707
983	был	быть	AUX	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	@anf1979f-words#@anf1979f-words#229.707#229.984
984	принят	принять	VERB	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	@anf1979f-words#@anf1979f-words#229.984#230.261
985	закон	закон	NOUN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#230.261#230.538
986	о	о	ADP	_	@anf1979f-words#@anf1979f-words#230.538#230.815
987	декриминализации	декриминализация	NOUN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	@anf1979f-words#@anf1979f-words#230.815#231.092
988	домашнего	домашний	ADJ	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#231.092#231.369
989	насилия	насилие	NOUN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#231.369#231.661
990	вот	вот	PART	_	@anf1979f-words#@anf1979f-words#233.703#234.064
991	это	это	PRON	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#234.064#234.425
992	как	как	SCONJ	_	@anf1979f-words#@anf1979f-words#234.425#234.786
993	раз	раз	NOUN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	@anf1979f-words#@anf1979f-words#234.786#235.147
994	проявление	проявление	NOUN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	@anf1979f-words#@anf1979f-words#235.147#235.508
